,id,date,sex,x,y,year
1351,19-m-007,10/2/19,male,313959.3324,446691.3988,2019
1352,19-m-007,19/2/19,male,313953.7911,446687.1336,2019
1353,19-m-008,6/2/19,male,313952.5668,446689.195,2019
1354,19-m-008,10/2/19,male,313950.9071,446697.7452,2019
1355,19-m-008,14/2/19,male,313952.5514,446688.9432,2019
1356,19-m-008,18/2/19,male,313953.8847,446689.4162,2019
1357,19-m-008,22/2/19,male,313957.9937,446685.1724,2019
1358,19-m-009,10/2/19,male,313963.6397,446691.4006,2019
1359,19-m-009,13/2/19,female,313956.7448,446726.4273,2019
1360,19-m-010,10/2/19,male,313938.7151,446691.6656,2019
1361,19-m-010,19/2/19,male,313953.6885,446688.1511,2019
1362,19-m-010,24/3/19,male,313953.3667,446686.0273,2019
1363,19-m-010,27/3/19,male,313965.1684,446706.5495,2019
1364,19-m-010,7/4/19,male,313953.3841,446688.4772,2019
1365,19-m-010,11/4/19,male,313966.1415,446708.5558,2019
1366,19-m-010,12/4/19,male,313959.3211,446710.8428,2019
1367,19-m-010,15/4/19,male,313958.3886,446709.5289,2019
1368,19-m-010,20/4/19,male,313956.4139,446710.8846,2019
1369,19-m-011,6/2/19,male,313957.2452,446727.7368,2019
1370,19-m-011,10/2/19,male,313960.5483,446726.8317,2019
1371,19-m-011,15/2/19,male,313957.4916,446797.9737,2019
1372,19-m-012,6/2/19,male,313957.0788,446719.5264,2019
1373,19-m-012,9/2/19,male,313956.8826,446717.4915,2019
1374,19-m-012,10/2/19,male,313956.8607,446717.783,2019
1375,19-m-012,12/2/19,male,313956.8842,446717.503,2019
1376,19-m-012,15/2/19,male,313956.8037,446717.8132,2019
1377,19-m-012,21/2/19,male,313956.7955,446716.6781,2019
1378,19-m-012,8/3/19,male,313958.3549,446717.9932,2019
1379,19-m-013,6/2/19,male,313968.0815,446716.7256,2019
1380,19-m-013,9/2/19,male,313970.4433,446707.0767,2019
1381,19-m-013,13/2/19,male,313974.2111,446720.2935,2019
1382,19-m-013,17/2/19,male,313967.7847,446715.3755,2019
1383,19-m-013,21/2/19,male,313968.2896,446719.6646,2019
1384,19-m-013,11/3/19,male,313973.6452,446719.3243,2019
1385,19-m-013,18/3/19,male,313973.9652,446721.0551,2019
1386,19-m-013,21/3/19,male,313974.2741,446719.2139,2019
1387,19-m-014,6/2/19,male,313918.1045,446852.4545,2019
1388,19-m-015,6/2/19,male,313971.0053,446708.0134,2019
1389,19-m-015,9/2/19,male,313970.2964,446717.8366,2019
1390,19-m-016,7/2/19,male,313959.7589,446674.1369,2019
1391,19-m-016,7/3/19,male,313963.8379,446684.115,2019
1392,19-m-017,7/2/19,male,313928.7591,446838.3187,2019
1393,19-m-017,12/2/19,male,313913.6417,446851.523,2019
1394,19-m-018,6/2/19,male,313966.8851,446683.353,2019
1395,19-m-018,10/2/19,male,313969.5011,446684.2198,2019
1396,19-m-018,14/2/19,male,313970.0049,446682.6233,2019
1397,19-m-018,19/2/19,male,313966.7021,446680.9203,2019
1398,19-m-018,3/3/19,male,313965.5311,446681.2005,2019
1399,19-m-018,6/3/19,male,313967.6186,446681.5565,2019
1400,19-m-018,14/3/19,male,313966.947,446681.9099,2019
1401,19-m-018,25/3/19,male,313966.8138,446681.5582,2019
1402,19-m-019,6/2/19,male,313941.829,446783.1846,2019
1403,19-m-019,12/2/19,male,313940.2806,446789.1996,2019
1404,19-m-020,10/2/19,male,313953.5938,446735.0581,2019
1405,19-m-020,14/2/19,male,313952.999,446734.3689,2019
1406,19-m-020,15/2/19,male,313953.0725,446733.6684,2019
1407,19-m-020,18/2/19,male,313953.0804,446733.1334,2019
1408,19-m-020,23/2/19,male,313950.9593,446741.7775,2019
1409,19-m-022,11/2/19,male,313974.6096,446855.8048,2019
1410,19-m-022,27/2/19,male,313975.3164,446856.3348,2019
1411,19-m-022,3/3/19,male,313975.0751,446856.4757,2019
1412,19-m-022,6/3/19,male,313974.8453,446856.7156,2019
1413,19-m-022,7/3/19,male,313975.6798,446856.5572,2019
1414,19-m-022,8/3/19,male,313975.1285,446855.9519,2019
1415,19-m-022,26/3/19,male,313976.7445,446856.399,2019
1416,19-m-022,30/3/19,male,313974.5807,446856.2206,2019
1417,19-m-022,8/4/19,male,313976.3748,446855.2816,2019
1418,19-m-023,11/2/19,male,313963.0532,446813.4019,2019
1419,19-m-023,3/3/19,male,313963.3216,446813.5598,2019
1420,19-m-023,6/3/19,male,313963.6435,446813.4293,2019
1421,19-m-023,7/3/19,male,313966.1233,446813.296,2019
1422,19-m-023,8/3/19,male,313964.4386,446813.7004,2019
1423,19-m-023,18/3/19,male,313965.822,446813.8362,2019
1424,19-m-023,25/3/19,male,313965.8832,446813.5208,2019
1425,19-m-023,30/3/19,male,313965.9024,446813.2336,2019
1426,19-m-023,8/4/19,male,313962.84,446813.102,2019
1427,19-m-023,13/4/19,male,313963.9941,446813.6645,2019
1428,19-m-024,11/2/19,male,313972.2746,446823.1536,2019
1429,19-m-025,11/2/19,male,313979.2529,446819.4779,2019
1430,19-m-026,11/2/19,male,313962.2579,446710.7737,2019
1431,19-m-026,14/2/19,male,313962.4445,446710.501,2019
1432,19-m-026,17/2/19,male,313959.0202,446711.8699,2019
1433,19-m-026,23/2/19,male,313962.1869,446711.6526,2019
1434,19-m-026,25/2/19,male,313962.3708,446710.6412,2019
1435,19-m-026,12/3/19,male,313962.2711,446710.6203,2019
1436,19-m-026,15/3/19,male,313962.3571,446710.3484,2019
1437,19-m-026,19/3/19,male,313962.4171,446710.3417,2019
1438,19-m-026,22/3/19,male,313958.9052,446710.3321,2019
1439,19-m-026,6/4/19,male,313966.7887,446717.3396,2019
1440,19-m-026,9/4/19,male,313997.3771,446721.8805,2019
1441,19-m-026,21/4/19,male,313950.5241,446728.261,2019
1442,19-m-027,11/2/19,male,313962.8722,446739.0052,2019
1443,19-m-027,19/2/19,male,313971.8468,446696.7594,2019
1444,19-m-027,21/2/19,male,313965.7357,446694.6857,2019
1445,19-m-027,22/2/19,male,313974.1275,446697.0412,2019
1446,19-m-027,23/2/19,male,313969.5577,446691.384,2019
1447,19-m-027,13/3/19,male,313966.1517,446682.1594,2019
1448,19-m-027,22/3/19,male,313958.823,446710.1488,2019
1449,19-m-027,27/3/19,male,313956.3167,446710.9623,2019
1450,19-m-027,30/3/19,male,313956.2656,446710.6981,2019
1451,19-m-027,1/4/19,male,313998.0445,446701.8693,2019
1452,19-m-027,5/4/19,male,313956.0759,446710.8962,2019
1453,19-m-027,8/4/19,male,313936.5825,446699.8587,2019
1454,19-m-027,12/4/19,male,313956.319,446713.8709,2019
1455,19-m-027,19/4/19,male,313957.6831,446706.0335,2019
1456,19-m-027,20/4/19,male,313956.1374,446710.7934,2019
1457,19-m-028,11/2/19,male,313977.7366,446694.608,2019
1458,19-m-028,14/2/19,male,313963.3917,446735.9587,2019
1459,19-m-028,18/2/19,male,313961.5439,446738.7888,2019
1460,19-m-028,21/2/19,male,313963.0572,446739.2711,2019
1461,19-m-028,20/3/19,male,313956.7686,446742.0774,2019
1462,19-m-028,21/3/19,male,313958.6541,446739.9898,2019
1463,19-m-028,22/3/19,male,313957.2076,446741.792,2019
1464,19-m-028,25/3/19,male,313958.0584,446740.994,2019
1465,19-m-029,13/2/19,male,313961.8285,446781.8352,2019
1466,19-m-029,16/2/19,male,313961.8007,446781.871,2019
1467,19-m-029,23/2/19,male,313955.2824,446786.3314,2019
1468,19-m-029,7/3/19,male,313954.7845,446785.9923,2019
1469,19-m-029,11/3/19,male,313953.1683,446786.7139,2019
1470,19-m-029,13/3/19,male,313955.2108,446785.1202,2019
1471,19-m-029,16/3/19,male,313961.9585,446781.9353,2019
1472,19-m-029,26/3/19,male,313960.696,446791.3656,2019
1473,19-m-029,29/3/19,male,313962.0231,446781.8466,2019
1474,19-m-029,1/4/19,male,313993.6403,446800.4054,2019
1475,19-m-029,7/4/19,male,313962.163,446781.7554,2019
1476,19-m-029,20/4/19,male,313956.9843,446799.5403,2019
1477,19-m-030,21/2/19,male,313961.8568,446833.7697,2019
1478,19-m-031,21/2/19,male,313960.1238,446832.4332,2019
1479,19-m-032,22/2/19,male,313988.6388,446778.8776,2019
1480,19-m-034,9/3/19,male,313963.6103,446761.195,2019
1481,19-m-035,28/3/19,male,313946.2665,446719.8196,2019
1482,19-m-036,29/3/19,male,313993.4009,446800.3965,2019
1483,19-m-037,2/4/19,male,313985.9673,446831.4179,2019
1484,19-m-038,9/4/19,male,313988.0419,446720.1177,2019
1485,19-m-039,22/4/19,male,313956.7431,446762.4049,2019
