,id,date,sex,x,y,year
455,15-f-012,9/2/15,female,313893.7267,446642.5634,2015
456,15-f-012,10/2/15,female,313892.1956,446639.092,2015
457,15-f-013,9/2/15,female,313884.1245,446916.1811,2015
458,15-f-014,11/2/15,female,314090.3076,446864.5301,2015
459,15-f-015,31/1/15,female,313987.8098,446688.6796,2015
460,15-f-016,1/2/15,female,313990.331,446858.1738,2015
461,15-f-017,1/2/15,female,313975.26,446835.6539,2015
462,15-f-018,3/2/15,female,313906.0778,446893.1102,2015
463,15-f-019,3/2/15,female,313889.4358,446908.3423,2015
464,15-f-020,8/2/15,female,313964.0019,446691.9886,2015
465,15-f-021,8/2/15,female,313969.9678,446669.891,2015
466,15-f-022,3/2/15,female,313930.3598,446875.6493,2015
467,15-f-022,9/4/16,female,313924.0369,446890.673,2016
468,15-f-023,1/2/15,male,313960.1217,446841.1099,2015
469,15-m-001,29/1/15,male,313971.0767,446703.1012,2015
470,15-m-002,29/1/15,male,313977.3728,446674.6922,2015
471,15-m-002,1/2/15,male,313972.5384,446680.9407,2015
472,15-m-002,3/2/15,male,314055.1098,446739.8284,2015
473,15-m-002,8/2/15,male,313969.9669,446669.4634,2015
474,15-m-002,10/2/15,male,313932.9325,446672.3554,2015
475,15-m-003,29/1/15,male,314002.3643,446704.4547,2015
476,15-m-003,31/1/15,male,314002.3082,446703.4809,2015
477,15-m-003,11/2/15,male,314004.7529,446708.8651,2015
478,15-m-004,30/1/15,male,313945.4825,446733.8635,2015
479,15-m-004,3/2/15,male,313942.9826,446732.6758,2015
480,15-m-004,10/2/15,male,313941.9857,446736.7349,2015
481,15-m-005,30/1/15,male,313990.8575,446701.6763,2015
482,15-m-005,31/1/15,male,313989.0726,446704.52,2015
483,15-m-005,5/2/15,male,313990.2603,446702.6098,2015
484,15-m-006,30/1/15,male,313964.0617,446695.9641,2015
485,15-m-006,7/2/16,male,313966.0428,446696.7216,2016
486,15-m-007,31/1/15,male,313953.1193,446714.6311,2015
487,15-m-007,4/2/15,male,313955.4788,446708.3702,2015
488,15-m-007,10/2/15,male,313949.5642,446707.9506,2015
489,15-m-007,9/4/16,male,313954.5076,446710.1057,2016
490,15-m-008,31/1/15,male,314017.1972,446717.5095,2015
491,15-m-008,2/2/15,male,314021.5599,446715.1046,2015
492,15-m-009,31/1/15,male,314007.1563,446721.094,2015
493,15-m-009,5/2/15,male,313995.5931,446724.3371,2015
494,15-m-010,31/1/15,male,314001.3832,446719.5972,2015
495,15-m-010,11/2/15,male,314003.3613,446701.3787,2015
496,15-m-011,1/2/15,male,313889.885,446683.5846,2015
497,15-m-011,10/2/15,male,313891.5682,446688.0516,2015
498,15-m-012,1/2/15,male,313961.3269,446670.6809,2015
499,15-m-012,4/2/15,male,313960.4366,446672.5757,2015
500,15-m-012,8/2/15,male,313958.6074,446668.4606,2015
501,15-m-013,2/2/15,male,313962.706,446867.8708,2015
502,15-m-013,3/2/15,male,313977.6481,446872.2588,2015
503,15-m-013,11/2/15,male,314004.8626,446883.5705,2015
504,15-m-014,2/2/15,male,314211.7818,446658.8558,2015
505,15-m-015,2/2/15,male,314210.9042,446690.0466,2015
506,15-m-016,2/2/15,male,313871.9172,446640.4028,2015
507,15-m-016,3/2/15,male,313880.6966,446639.9703,2015
508,15-m-017,2/2/15,male,313894.5921,446651.0697,2015
509,15-m-017,9/2/15,male,313894.8272,446645.1943,2015
510,15-m-017,10/2/15,male,313896.3007,446651.849,2015
511,15-m-018,2/2/15,male,314084.4868,446752.1505,2015
512,15-m-019,3/2/15,male,313975.1788,446701.2515,2015
513,15-m-020,3/2/15,male,313803.4403,446622.0379,2015
514,15-m-021,3/2/15,male,313781.6056,446665.9462,2015
515,15-m-022,3/2/15,male,313888.9428,446655.4992,2015
516,15-m-023,3/2/15,male,313960.9844,446681.5287,2015
517,15-m-023,7/2/16,male,313938.751,446693.6132,2016
518,15-m-023,10/4/16,male,313944.0575,446688.9601,2016
519,15-m-024,3/2/15,male,313859.2864,446632.2607,2015
520,15-m-025,3/2/15,male,313801.4003,446522.0641,2015
521,15-m-026,31/1/15,male,313998.1233,446778.2951,2015
522,15-m-026,1/2/15,male,313998.1961,446766.7918,2015
523,15-m-027,31/1/15,male,313959.5491,446791.4545,2015
524,15-m-027,1/2/15,male,313959.2006,446794.9301,2015
525,15-m-028,31/1/15,male,314007.9835,446748.1786,2015
526,15-m-028,1/2/15,male,314007.486,446748.6737,2015
527,15-m-028,2/2/15,male,314008.7632,446750.3162,2015
528,15-m-028,5/2/15,male,314005.6854,446748.1637,2015
529,15-m-029,31/1/15,male,313997.2128,446739.919,2015
530,15-m-029,2/2/15,male,313998.9854,446739.6407,2015
531,15-m-030,31/1/15,male,314013.596,446749.0798,2015
532,15-m-030,2/2/15,male,314014.0715,446749.0552,2015
533,15-m-030,4/2/15,male,314016.6036,446749.7923,2015
534,15-m-030,5/2/15,male,314014.8506,446749.8385,2015
535,15-m-031,31/1/15,male,314018.4843,446737.496,2015
536,15-m-031,3/2/15,male,314030.5821,446745.2592,2015
537,15-m-032,1/2/15,male,313980.8794,446783.3189,2015
538,15-m-032,2/2/15,male,313980.3704,446783.3272,2015
539,15-m-032,3/2/15,male,313981.3335,446783.7372,2015
540,15-m-032,4/2/15,male,313982.8599,446774.0035,2015
541,15-m-032,10/2/15,male,313982.7895,446774.7287,2015
542,15-m-033,1/2/15,male,313955.1292,446787.0657,2015
543,15-m-033,2/2/15,male,313955.3389,446789.2955,2015
544,15-m-033,3/2/15,male,313959.5629,446791.2161,2015
545,15-m-034,1/2/15,male,313985.6123,446763.2178,2015
546,15-m-034,10/2/15,male,313976.3981,446763.8424,2015
547,15-m-034,11/2/16,male,313988.7796,446763.7933,2016
548,15-m-034,11/4/16,male,313981.5354,446774.4816,2016
549,15-m-035,2/2/15,male,314019.8565,446744.8123,2015
550,15-m-036,2/2/15,male,313951.8125,446793.229,2015
551,15-m-036,10/2/15,male,313934.1022,446787.6673,2015
552,15-m-037,3/2/15,male,313960.8723,446783.6616,2015
553,15-m-038,31/1/15,male,314020.0247,446808.751,2015
554,15-m-038,3/2/15,male,314026.9413,446794.6282,2015
555,15-m-039,3/2/15,male,313955.4345,446780.4822,2015
556,15-m-039,10/2/15,male,313937.4384,446779.441,2015
557,15-m-040,3/2/15,male,313968.2399,446789.3203,2015
558,15-m-041,4/2/15,male,313933.7454,446844.9939,2015
559,15-m-041,11/2/16,male,314037.0244,446777.8585,2016
560,15-m-042,4/2/15,male,313936.486,446841.2015,2015
561,15-m-043,31/1/15,male,313964.0419,446822.7982,2015
562,15-m-043,4/2/15,male,313961.943,446814.0692,2015
563,15-m-044,5/2/15,male,313957.7744,446825.6226,2015
564,15-m-044,6/4/16,male,313954.8087,446833.5394,2016
565,15-m-045,1/2/15,male,313959.3941,446863.5149,2015
566,15-m-045,5/2/15,male,313961.2431,446847.0397,2015
567,15-m-045,15/2/15,male,313961.2175,446864.6542,2015
568,15-m-046,31/1/15,male,313989.8329,446687.7019,2015
569,15-m-046,4/2/15,male,313985.0173,446686.8665,2015
570,15-m-047,4/2/15,male,313851.9729,446629.7263,2015
571,15-m-048,5/2/15,male,314003.9779,446657.6491,2015
572,15-m-049,5/2/15,male,313918.2071,446641.8307,2015
573,15-m-049,9/2/15,male,313912.3178,446649.6978,2015
574,15-m-050,5/2/15,male,314163.6817,446694.8622,2015
575,15-m-051,8/2/15,male,314089.5371,446706.3488,2015
576,15-m-052,8/2/15,male,314072.467,446713.4006,2015
577,15-m-052,15/2/15,male,314072.9243,446716.9149,2015
578,15-m-053,8/2/15,male,314111.5904,446736.6995,2015
579,15-m-054,9/2/15,male,313926.2583,446842.1837,2015
580,15-m-055,10/2/15,male,313949.0219,446896.0211,2015
581,15-m-056,10/2/15,male,313917.5055,446890.1048,2015
582,15-m-057,10/2/15,male,313948.5156,446893.7919,2015
583,15-m-057,15/2/15,male,313956.1104,446887.3638,2015
584,15-m-058,10/2/15,male,314077.3523,446799.4274,2015
585,15-m-059,10/2/15,male,314088.939,446822.9571,2015
586,15-m-060,10/2/15,male,314082.1292,446896.3232,2015
587,15-m-061,10/2/15,male,314121.7926,446922.2825,2015
588,15-m-062,10/2/15,male,314080.1885,446871.4197,2015
589,15-m-063,11/2/15,male,314085.5035,446783.0248,2015
590,15-m-064,11/2/15,male,314089.8182,446864.2877,2015
591,15-m-065,11/2/15,male,314047.9345,447003.046,2015
592,15-m-066,11/2/15,male,314050.8788,446998.9636,2015
593,15-m-067,11/2/15,male,314053.4083,446989.0012,2015
594,15-m-068,11/2/15,male,314047.7176,446998.5065,2015
595,15-m-069,11/2/15,male,314019.4815,446871.5754,2015
596,15-m-070,11/2/15,male,313978.1802,446882.0546,2015
597,15-m-071,31/1/15,male,314017.0008,446780.0256,2015
598,15-m-072,1/2/15,male,313960.7167,446830.033,2015
599,15-m-072,11/2/15,male,313956.8465,446833.4265,2015
600,15-m-073,1/2/15,male,313936.8999,446816.6477,2015
601,15-m-073,11/2/15,male,313939.1547,446817.5863,2015
602,15-m-073,15/2/15,male,313937.1516,446817.7297,2015
603,15-m-073,11/2/16,male,313948.1089,446782.9221,2016
604,15-m-073,10/4/16,male,313947.9242,446784.8562,2016
605,15-m-074,31/1/15,male,313997.3656,446803.0384,2015
606,15-m-075,31/1/15,male,314005.6042,446787.8967,2015
607,15-m-076,31/1/15,male,314033.8144,446785.7933,2015
608,15-m-077,31/1/15,male,314020.8006,446791.7946,2015
609,15-m-078,31/1/15,male,314025.1744,446777.3575,2015
610,15-m-079,1/2/15,male,313959.0923,446841.3171,2015
611,15-m-080,1/2/15,male,314045.1698,446756.5428,2015
612,15-m-081,1/2/15,male,313981.1422,446818.93,2015
613,15-m-082,1/2/15,male,313986.2761,446816.0784,2015
614,15-m-083,1/2/15,male,313974.2265,446822.8988,2015
615,15-m-084,1/2/15,male,313975.2474,446829.5436,2015
616,15-m-085,1/2/15,male,313976.3319,446846.5056,2015
617,15-m-086,2/2/15,male,314069.3755,446732.1235,2015
618,15-m-087,2/2/15,male,314068.9146,446733.603,2015
619,15-m-088,2/2/15,male,313916.0857,446852.071,2015
620,15-m-089,2/2/15,male,313904.8181,446833.1502,2015
621,15-m-090,2/2/15,male,313935.9808,446871.5541,2015
622,15-m-090,15/2/15,male,313949.0635,446894.5847,2015
623,15-m-091,3/2/15,male,313927.3941,446868.6272,2015
624,15-m-092,3/2/15,male,314009.5159,446859.2656,2015
625,15-m-093,3/2/15,male,313985.1253,446876.118,2015
626,15-m-094,3/2/15,male,313980.3106,446872.0766,2015
627,15-m-094,11/2/16,male,313957.265,446801.2718,2016
628,15-m-094,10/4/16,male,313956.0561,446803.1703,2016
629,15-m-095,3/2/15,male,313908.9054,446886.917,2015
630,15-m-096,3/2/15,male,313909.0344,446891.0387,2015
631,15-m-097,3/2/15,male,313890.5541,446907.8446,2015
632,15-m-098,3/2/15,male,313861.9654,446970.8842,2015
633,15-m-099,3/2/15,male,313858.5036,446980.799,2015
634,15-m-100,3/2/15,male,313856.4473,446948.6034,2015
635,15-m-101,5/2/15,male,313992.8351,446744.3772,2015
636,15-m-102,5/2/15,male,314007.1697,446752.1162,2015
637,15-m-103,5/2/15,male,313989.1027,446761.016,2015
638,15-m-104,10/2/15,male,313881.2851,446716.9401,2015
639,15-m-105,10/2/15,male,313892.0755,446722.1401,2015
640,15-m-106,10/2/15,male,313939.3633,446753.3345,2015
641,15-m-107,10/2/15,male,313930.5838,446770.0799,2015
642,15-m-108,11/2/15,female,314005.0682,446706.5699,2015
643,15-m-109,3/2/15,male,313907.6755,446893.1069,2015
644,15-m-110,11/2/15,male,314020.4706,446697.5332,2015
645,15-m-111,15/2/15,male,314179.9728,446645.0869,2015
646,15-m-112,15/2/15,male,314086.1926,446719.8224,2015
647,15-m-113,15/2/15,male,313946.8112,446831.9173,2015
648,12-f-081,9/4/16,female,313986.7222,446815.9947,2016
649,13-f-046,11/4/16,female,313983.5133,446780.8372,2016
650,16-f-001,7/2/16,female,314011.3195,446724.4136,2016
651,16-f-001,6/4/16,female,314009.1015,446726.7358,2016
652,16-f-002,11/4/16,female,313911.0931,446684.9557,2016
653,16-f-003,7/2/16,female,313969.3281,446724.315,2016
654,16-f-004,6/4/16,female,313972.4981,446840.2502,2016
655,16-f-005,8/4/16,female,314016.524,446745.8335,2016
656,16-f-006,9/4/16,female,314021.0024,446794.728,2016
657,16-f-007,9/4/16,female,313930.4691,446850.3898,2016
658,16-f-008,11/2/16,female,314013.5443,446790.0861,2016
659,16-f-008,10/4/16,female,314005.8611,446787.8359,2016
660,16-f-009,10/4/16,female,313922.6644,446854.7839,2016
661,16-f-010,11/4/16,female,313973.1674,446685.1372,2016
662,16-f-011,11/2/16,female,313948.5244,446831.1442,2016
663,16-f-012,10/4/16,female,313953.3769,446800.3109,2016
664,16-f-013,9/4/16,female,313978.9355,446655.885,2016
665,16-f-014,9/4/16,female,313965.6224,446681.9531,2016
666,16-f-015,9/4/16,female,314044.5472,446743.3745,2016
667,16-f-016,9/4/16,female,313970.9793,446721.311,2016
668,16-f-017,10/4/16,female,313940.402,446709.0362,2016
669,16-m-001,3/2/16,male,313961.6361,446687.1514,2016
670,16-m-002,4/2/16,male,313982.8414,446690.5674,2016
671,16-m-002,9/4/16,male,313989.908,446687.2582,2016
672,16-m-003,7/2/16,male,313977.1272,446721.9924,2016
673,16-m-003,10/4/16,male,313977.0195,446719.2344,2016
674,16-m-004,7/2/16,male,313974.6354,446707.0162,2016
675,16-m-005,7/2/16,male,313982.623,446700.0487,2016
676,16-m-006,7/2/16,male,314011.4143,446724.294,2016
677,16-m-006,6/4/16,male,314005.0407,446727.8261,2016
678,16-m-006,8/4/16,male,314004.336,446726.0485,2016
679,16-m-007,7/2/16,male,313958.466,446690.9781,2016
680,16-m-008,7/2/16,male,313948.0253,446707.8934,2016
681,16-m-009,7/2/16,male,313947.2858,446733.9343,2016
682,16-m-010,7/2/16,male,313954.9565,446703.8405,2016
683,16-m-010,6/4/16,male,313964.3583,446694.0482,2016
684,16-m-011,7/2/16,male,313964.0278,446742.3478,2016
685,16-m-011,10/4/16,male,313979.0559,446785.65,2016
686,16-m-012,7/2/16,male,313968.122,446741.3752,2016
687,16-m-013,11/2/16,male,313980.4322,446815.6013,2016
688,16-m-013,6/4/16,male,313986.072,446815.5066,2016
689,16-m-013,9/4/16,male,313986.4536,446815.8617,2016
690,16-m-014,11/2/16,male,313985.0068,446816.3501,2016
691,16-m-014,6/4/16,male,313982.9135,446819.5468,2016
692,16-m-015,6/4/16,male,313968.2888,446834.7583,2016
693,16-m-015,9/4/16,male,313972.5526,446836.2015,2016
694,16-m-016,6/4/16,male,313965.9868,446825.5956,2016
695,16-m-017,6/4/16,male,313952.7916,446819.6822,2016
696,16-m-018,8/4/16,male,314041.9605,446735.2834,2016
697,16-m-019,8/4/16,male,314051.3035,446739.5051,2016
698,16-m-020,8/4/16,male,314017.2374,446751.6636,2016
699,16-m-020,11/4/16,male,314016.4385,446749.9443,2016
700,16-m-021,8/4/16,male,314023.7855,446738.4847,2016
701,16-m-022,8/4/16,male,314017.5661,446738.9358,2016
702,16-m-023,9/4/16,male,314037.9074,446779.3738,2016
703,16-m-024,9/4/16,male,314022.5527,446786.3009,2016
704,16-m-025,9/4/16,male,314021.4466,446795.5205,2016
705,16-m-026,9/4/16,male,314011.477,446790.384,2016
706,16-m-027,9/4/16,male,313989.856,446824.9665,2016
707,16-m-028,9/4/16,male,313990.6764,446832.0093,2016
708,16-m-029,9/4/16,male,313930.186,446849.8287,2016
709,16-m-030,9/4/16,male,313924.3195,446890.9532,2016
710,16-m-031,9/4/16,male,313912.8196,446899.4185,2016
711,16-m-032,9/4/16,male,313950.2414,446915.1814,2016
712,16-m-033,9/4/16,male,313887.3438,446909.4139,2016
713,16-m-033,10/4/16,male,313898.7432,446910.3532,2016
714,16-m-034,10/4/16,male,313931.6622,446868.4164,2016
715,16-m-035,10/4/16,male,313928.422,446856.4573,2016
716,16-m-036,11/2/16,male,313914.0724,446866.156,2016
717,16-m-036,10/4/16,male,313917.6074,446864.5691,2016
718,16-m-037,11/2/16,male,313927.5563,446839.925,2016
719,16-m-037,10/4/16,male,313922.6665,446855.7951,2016
720,16-m-038,10/4/16,male,313930.0915,446845.3308,2016
721,16-m-039,10/4/16,male,313874.0127,446993.7019,2016
722,16-m-040,10/4/16,male,313850.9544,446973.5257,2016
723,16-m-041,11/2/16,male,313987.7113,446805.4962,2016
724,16-m-042,11/2/16,male,313959.5034,446814.435,2016
725,16-m-043,11/2/16,male,313943.4218,446814.0393,2016
726,16-m-044,11/2/16,male,313930.9363,446821.9701,2016
727,16-m-045,10/4/16,male,313961.871,446737.7688,2016
728,16-m-046,10/4/16,male,313947.8591,446734.6384,2016
729,16-m-047,10/4/16,male,313938.6947,446711.9122,2016
730,16-m-048,10/4/16,male,313961.2291,446783.2278,2016
731,16-m-049,10/4/16,male,313913.651,446725.1857,2016
732,16-m-050,10/4/16,male,313978.7715,446729.891,2016
733,16-m-051,10/4/16,male,313919.3953,446683.3697,2016
734,16-m-051,11/4/16,male,313901.5499,446683.3638,2016
735,16-m-052,10/4/16,male,313902.3919,446698.5286,2016
736,16-m-053,10/4/16,male,313937.0503,446698.1127,2016
737,16-m-054,10/4/16,male,313933.7812,446687.1271,2016
738,16-m-055,7/2/16,male,313942.0407,446678.0496,2016
739,16-m-055,18/3/16,male,313943.4378,446675.8555,2016
740,16-m-055,9/4/16,male,313942.7801,446672.9669,2016
741,16-m-056,6/4/16,male,313958.7163,446690.8971,2016
742,16-m-057,6/4/16,male,314024.8022,446737.4649,2016
743,16-m-058,6/4/16,male,313980.4323,446702.6967,2016
744,16-m-059,9/4/16,male,313981.8545,446677.6094,2016
745,16-m-060,9/4/16,male,313955.938,446677.539,2016
746,16-m-061,9/4/16,male,313952.2407,446664.9477,2016
747,16-m-062,11/4/16,male,314087.9753,446701.0452,2016
748,16-m-063,11/4/16,male,313971.1885,446775.7788,2016
749,16-m-064,11/4/16,male,313917.7312,446639.0673,2016
750,16-m-065,10/4/16,male,313918.5922,446849.7363,2016
751,14-f-036,27/2/17,female,313976.8339,446707.8476,2017
752,14-m-060,23/1/17,male,313953.9615,446672.1256,2017
753,14-m-060,31/1/17,male,313954.1475,446669.627,2017
754,14-m-060,3/2/17,male,313949.9232,446664.8282,2017
755,14-m-060,17/2/17,male,313952.6317,446681.6194,2017
756,14-m-060,25/2/17,male,313955.6186,446672.0612,2017
757,14-m-060,2/3/17,male,313952.2976,446660.8054,2017
758,14-m-060,6/3/17,male,313954.1954,446667.1955,2017
759,15-f-001,22/2/17,female,313966.349,446705.7022,2017
760,15-f-001,26/2/17,male,313966.4545,446705.5406,2017
761,15-m-007,23/1/17,male,313961.2615,446690.9571,2017
762,15-m-007,25/1/17,male,313961.9619,446694.1874,2017
763,15-m-007,26/1/17,male,313960.9193,446694.2251,2017
764,15-m-007,31/1/17,male,313964.0226,446693.4439,2017
765,15-m-007,18/2/17,male,313964.4465,446695.7433,2017
766,15-m-007,19/2/17,male,313954.0084,446690.7615,2017
767,15-m-007,23/2/17,male,313961.8236,446692.1124,2017
768,15-m-007,2/3/17,male,313961.9715,446690.1683,2017
769,15-m-007,5/3/17,male,313962.2621,446690.2717,2017
770,15-m-007,21/3/17,male,313961.3356,446690.6913,2017
771,15-m-023,23/1/17,male,313948.3841,446689.1935,2017
772,15-m-023,25/1/17,male,313950.3788,446683.3512,2017
773,15-m-023,2/2/17,male,313949.1281,446688.3815,2017
774,15-m-023,17/2/17,male,313952.7695,446681.6038,2017
775,15-m-023,25/2/17,male,313950.6685,446688.6274,2017
776,15-m-023,6/3/17,male,313950.0276,446685.1975,2017
777,15-m-023,8/3/17,male,313951.2577,446685.4949,2017
778,15-m-034,23/1/17,male,313988.3788,446761.7577,2017
779,15-m-034,27/1/17,male,313985.6424,446762.3974,2017
780,15-m-069,5/2/17,male,313991.7924,446863.1302,2017
781,16-f-003,31/1/17,female,313964.2824,446727.0759,2017
782,16-f-003,15/2/18,female,313975.6574,446721.2771,2018
783,16-f-003,7/3/18,female,313974.4064,446718.7444,2018
784,16-f-005,26/2/17,female,313928.3128,446688.3711,2017
785,16-f-007,3/3/17,female,313931.6237,446839.7881,2017
786,16-f-010,31/1/17,female,313963.9915,446693.4157,2017
787,16-f-010,24/2/17,female,313973.2229,446684.1193,2017
788,16-f-010,1/3/18,male,313964.5877,446693.296,2018
789,16-f-010,16/3/18,female,313965.9412,446694.2041,2018
790,16-m-006,7/2/17,male,313999.7762,446721.0243,2017
791,16-m-006,19/2/17,male,314006.5233,446716.5806,2017
792,16-m-009,23/1/17,male,313970.5705,446719.7241,2017
793,16-m-009,27/1/17,male,313969.3339,446719.9612,2017
794,16-m-009,23/2/17,male,313959.6679,446714.3481,2017
795,16-m-009,1/3/17,male,313970.5756,446718.8825,2017
796,16-m-009,2/3/17,male,313970.591,446718.5601,2017
797,16-m-009,23/3/17,male,313969.0416,446712.8951,2017
798,16-m-009,7/2/18,male,313964.727,446724.1945,2018
799,16-m-009,9/2/18,male,313968.9569,446716.8434,2018
800,16-m-009,16/2/18,male,313967.9767,446716.1712,2018
801,16-m-009,24/2/18,male,313967.7068,446717.0968,2018
802,16-m-009,21/3/18,male,313970.316,446717.7726,2018
803,16-m-013,9/2/17,male,313962.9878,446821.8889,2017
804,16-m-013,22/2/17,male,313956.7605,446822.7679,2017
805,16-m-013,26/2/17,male,313961.4057,446822.868,2017
806,16-m-013,3/3/17,male,313963.6673,446822.8283,2017
807,16-m-013,20/3/17,male,313960.9047,446822.2133,2017
808,16-m-013,21/3/17,male,313963.0812,446822.4907,2017
809,16-m-015,2/3/17,male,313973.9169,446820.3669,2017
810,16-m-015,3/3/17,male,313980.1229,446826.3373,2017
811,16-m-015,5/3/17,male,313977.2322,446820.2892,2017
812,16-m-015,18/3/17,male,313986.9898,446818.0556,2017
813,16-m-016,16/2/17,male,313968.6583,446815.3397,2017
814,16-m-016,22/2/17,male,313969.3701,446815.5311,2017
815,16-m-016,3/3/17,male,313969.615,446815.1468,2017
816,16-m-016,4/3/17,male,313969.2903,446815.4414,2017
817,16-m-016,18/3/17,male,313971.9708,446815.6938,2017
818,16-m-016,7/2/18,male,313962.6882,446823.0381,2018
819,16-m-016,10/2/18,male,313964.6541,446824.6818,2018
820,16-m-019,25/1/17,male,314056.1637,446733.5584,2017
821,16-m-019,8/2/17,male,314051.5225,446735.6239,2017
822,16-m-020,23/1/17,male,314012.6457,446746.942,2017
823,16-m-020,25/1/17,male,314012.1866,446749.2959,2017
824,16-m-020,27/1/17,male,314038.7776,446738.2649,2017
825,16-m-020,7/2/17,male,314010.3882,446750.9031,2017
826,16-m-020,21/2/17,male,314015.0622,446750.3324,2017
827,16-m-020,27/2/17,male,314011.5021,446749.0429,2017
828,16-m-020,6/3/17,male,314012.8392,446747.9638,2017
829,16-m-020,8/3/17,male,314014.9644,446747.2918,2017
830,16-m-022,27/2/17,male,313992.4852,446743.2843,2017
831,16-m-022,5/3/17,male,313993.7158,446746.0912,2017
832,16-m-022,6/3/17,male,313993.074,446744.0627,2017
833,16-m-022,11/2/18,male,313989.9515,446739.2064,2018
834,16-m-025,2/3/17,male,314018.432,446780.5836,2017
835,16-m-025,3/3/17,male,314016.6511,446788.0067,2017
836,16-m-034,17/2/17,male,313927.9718,446864.189,2017
837,16-m-034,9/3/17,male,313930.1651,446864.7946,2017
838,16-m-035,18/2/17,male,313915.658,446863.4176,2017
839,16-m-047,23/1/17,male,313950.7781,446708.4088,2017
840,16-m-047,28/1/17,male,313944.5344,446704.4838,2017
841,16-m-047,1/2/17,male,313945.9022,446704.9649,2017
842,16-m-047,26/2/17,male,313960.4105,446731.9372,2017
843,16-m-051,19/2/17,male,313908.9131,446724.4103,2017
844,16-m-051,22/2/17,male,313909.2139,446724.4227,2017
845,16-m-054,25/1/17,male,313955.6551,446705.2008,2017
846,16-m-054,27/1/17,male,313954.3933,446706.3994,2017
847,16-m-054,23/2/17,male,313954.1924,446690.8077,2017
848,16-m-054,28/2/17,male,313951.2983,446708.5631,2017
849,16-m-054,5/3/17,male,313952.0873,446707.8479,2017
850,16-m-054,6/3/17,male,313951.078,446708.346,2017
851,16-m-054,9/2/18,male,313947.944,446687.225,2018
852,16-m-054,14/2/18,male,313953.4136,446695.0916,2018
853,16-m-054,24/2/18,male,313949.1986,446687.7307,2018
854,16-m-054,16/3/18,male,313948.2662,446688.7222,2018
855,16-m-054,17/3/18,male,313952.0828,446695.0015,2018
856,16-m-054,18/3/18,male,313952.7044,446692.4166,2018
857,16-m-054,9/4/18,male,313955.0804,446689.7633,2018
858,16-m-054,15/4/18,male,313948.848,446688.7732,2018
859,16-m-058,20/2/17,male,313959.7939,446713.6458,2017
860,16-m-058,5/3/17,male,313976.0402,446720.8603,2017
861,16-m-059,26/1/17,male,313985.3829,446694.7877,2017
862,16-m-059,28/1/17,male,313999.7867,446691.096,2017
863,16-m-059,20/2/17,male,313999.4735,446691.4199,2017
864,17-f-001,25/1/17,female,313925.8583,446701.3897,2017
865,17-f-002,25/1/17,female,313988.2722,446701.7683,2017
866,17-f-003,25/1/17,female,314003.9308,446738.9335,2017
867,17-f-003,2/3/17,female,313999.9551,446745.7815,2017
868,17-f-004,25/1/17,female,313983.9919,446695.349,2017
869,17-f-004,31/1/17,female,313984.5128,446694.7614,2017
870,17-f-004,9/2/18,female,313983.2324,446693.9047,2018
871,17-f-004,25/2/18,female,313983.4018,446693.911,2018
872,17-f-004,20/3/18,female,313983.93,446695.309,2018
873,17-f-005,25/1/17,female,313936.7282,446817.0112,2017
874,17-f-005,26/2/17,female,313936.7286,446817.0106,2017
875,17-f-006,25/1/17,female,313948.242,446780.294,2017
876,17-f-007,23/1/17,female,313950.8112,446674.8994,2017
877,17-f-007,3/2/17,female,313947.1059,446674.7514,2017
878,17-f-008,25/1/17,female,313894.9966,446627.0581,2017
879,17-f-009,25/1/17,female,314009.8638,446741.4456,2017
880,17-f-010,27/1/17,female,313969.3776,446719.9241,2017
881,17-f-010,30/1/17,female,313965.6024,446715.7941,2017
882,17-f-010,18/2/17,female,313958.808,446717.6158,2017
883,17-f-010,1/3/18,female,313964.6415,446693.7898,2018
884,17-f-010,25/2/19,female,313962.5735,446701.4341,2019
885,17-f-011,31/1/17,female,313957.3999,446730.0058,2017
886,17-f-011,10/2/18,female,313957.5211,446717.5219,2018
887,17-f-012,3/2/17,female,313912.9784,446690.5239,2017
888,17-f-013,5/2/17,female,313990.682,446854.5855,2017
889,17-f-013,13/2/17,female,313988.2838,446864.975,2017
890,17-f-014,26/1/17,female,314051.7536,446749.3297,2017
891,17-f-015,27/1/17,female,313985.0834,446760.8023,2017
892,17-f-017,28/1/17,female,313949.6067,446688.92,2017
893,17-f-017,31/1/17,female,313987.9425,446687.7043,2017
894,17-f-017,19/2/17,female,313987.9167,446687.5555,2017
895,17-f-018,7/2/17,female,314004.2676,446874.7295,2017
896,17-f-018,16/2/17,female,314006.1123,446876.6873,2017
897,17-f-019,8/2/17,female,313955.9049,446832.3061,2017
898,17-f-019,13/2/17,female,313949.9672,446836.3098,2017
899,17-f-020,16/2/17,female,313930.4282,446862.5192,2017
900,17-f-021,19/2/17,female,313997.5436,446679.2616,2017
901,17-f-022,19/2/17,female,313964.4363,446738.0391,2017
902,17-f-023,17/2/17,female,313927.9724,446864.1882,2017
903,17-f-023,23/2/17,female,313927.9731,446864.1872,2017
904,17-f-023,1/3/17,female,313928.6145,446876.598,2017
905,17-f-023,14/2/18,female,313925.8173,446859.5885,2018
906,17-f-023,4/3/18,female,313923.8662,446871.943,2018
907,17-f-024,1/3/17,female,313917.855,446868.9394,2017
908,17-f-024,15/2/18,female,313919.0966,446868.6516,2018
