"","id","species","sex","duration","days_tracked","relocs","mean_cumul_dist","max_dist_perid","mcp50","mcp95","mcp100","ud50_hpi","ud95_hpi"
"33","f14","afemo","f",15.7743055555556,17,80,6.18474844998862,22.458851261802,28.6550140380859,76.8950042724609,110.369995117188,1.16477966308594,40.5626678466797
"34","f15","afemo","f",15.8229166666667,17,84,6.27406759667347,20.6518764280778,1.8499755859375,40.8250122070312,108.89501953125,3.16355895996094,22.7783813476562
"35","f16","afemo","f",16.1631944444444,17,85,11.4488373568612,39.9996249982118,52.9349975585938,378.390014648438,478.855010986328,16.0247039794922,178.544509887695
"36","f17","afemo","f",5.63541666666667,6,28,5.20586321386578,7.91201617792187,NA,NA,NA,NA,NA
"37","f18","afemo","f",14.7430555555556,16,77,5.4425945180277,14.4544110914135,8.78001403808594,27.0450439453125,61.0700225830078,4.11410522460938,25.2207794189453
"38","f19","afemo","f",9.08680555555556,10,46,3.01410577674193,10.6004716876229,6.02500915527344,22.5799865722656,24.6499786376953,1.2001953125,8.37648010253906
"39","f20","afemo","f",16.3333333333333,17,93,9.59894756927484,29.2617497767991,8.55497741699219,115.42497253418,132.394989013672,4.43721008300781,44.2042236328125
"40","f21","afemo","f",12.9097222222222,14,67,5.58886627215884,9.58592718519827,4.47499084472656,24.9199829101562,25.0299835205078,3.88349914550781,20.0095367431641
"41","f22","afemo","f",9.20833333333333,10,54,9.63500317027785,17.1210396880427,7.91000366210938,92.3250122070312,105.869995117188,9.08203125,78.9400939941406
"42","f3","afemo","f",14.1215277777778,15,79,9.88363801207967,29.2104433380148,100.424987792969,208.600006103516,272.340026855469,27.2079315185547,171.046798706055
"43","f5","afemo","f",15.1284722222222,16,82,10.3578941688116,16.7720004770045,22.7450103759766,70.5799865722656,105.990020751953,16.5013732910156,77.7056427001953
"44","f6","afemo","f",14.9583333333333,16,79,10.5797483428993,24.1049787388572,21.5650024414062,255.115005493164,276.100006103516,22.0426635742188,103.473693847656
"45","f8","afemo","f",6.21875,7,35,2.25890415108058,6.0959002616337,0.029998779296875,9.65498352050781,9.77999877929688,0.14764404296875,2.83612060546875
"46","f9","afemo","f",4.66319444444444,6,23,4.28192982928255,9.48736001212996,NA,NA,NA,NA,NA
"47","m1","afemo","m",15.9701388888889,15,62,16.0215083693523,69.4446542219162,10.6500091552734,37.5250091552734,927.425018310547,11.5755462646484,102.525665283203
"48","m10","afemo","m",13.60625,14,54,11.9910016743813,14.0545366341105,18.4800109863281,53.6649932861328,80.3000030517578,17.3184967041016,60.2589263916016
"49","m11","afemo","m",13.5729166666667,14,55,16.9459505286866,53.1399096724525,408.069976806641,917.110000610352,962.894973754883,45.9474029541016,500.58171081543
"50","m12","afemo","m",11.7854166666667,13,46,11.0686650510875,16.6207701386101,13.7099914550781,52.6800079345703,83.9149932861328,11.5051879882812,61.6385955810547
"51","m2","afemo","m",15.2347222222222,16,68,27.9475216258054,85.1606716741982,20.2899932861328,218.294982910156,1842.75498962402,20.0403442382812,189.349945068359
"52","m3","afemo","m",14.0875,15,62,24.3723346744081,60.4549418989298,38.1800079345703,243.639999389648,697.044998168945,28.7123260498047,208.868179321289
"53","m4","afemo","m",14.9972222222222,15,65,26.2880017606414,56.738787438584,38.8000335693359,568.785018920898,864.410003662109,10.5429229736328,216.280899047852
"54","m5","afemo","m",14.9951388888889,15,62,19.931048774344,74.6384619348954,32.9950103759766,116.685012817383,713.540008544922,34.0313262939453,194.950180053711
"55","m6","afemo","m",13.5958333333333,14,54,14.2786387907135,28.5700892543233,25.6450500488281,121.935012817383,224.205001831055,24.7574310302734,128.760467529297
"56","m7","afemo","m",13.71875,14,55,11.4344749013347,10.3232746742456,17.6349792480469,32.4050140380859,54.5749969482422,5.2698974609375,35.9291687011719
"57","m8","afemo","m",13.5916666666667,14,54,16.5611553169062,33.1957828646928,3.43002319335938,105.115005493164,346.349990844727,8.45257568359375,66.38818359375
"58","m9","afemo","m",13.5923611111111,14,54,22.7891527644451,29.8100654142301,24.1999816894531,191.100006103516,346.240005493164,18.9116668701172,177.666976928711
"59","t01","dtinc","f",14.0729166666667,15,60,29.5186725328415,24.5153013442877,53.3899993896484,272.184951782227,322.244995117188,53.9619903564453,271.213043212891
"60","t02","dtinc","m",25.1069444444444,26,102,22.375397669089,37.4412873710114,44.3900604248047,337.024993896484,413.915008544922,39.4568481445312,193.323089599609
"61","t03","dtinc","m",29.6909722222222,28,105,16.142093071173,31.7405103928856,12.8350219726562,99.5800018310547,251.755020141602,13.0889587402344,81.1812133789062
"62","t04","dtinc","f",13.9513888888889,15,58,14.1400433997653,16.7585798920586,6.94497680664062,40.2599639892578,69.3949737548828,7.86105346679688,45.3771057128906
"63","t05","dtinc","f",12.96875,14,54,25.8203632900872,29.7571840065665,28.5299987792969,189.595001220703,381.970001220703,31.7505645751953,196.035522460938
"64","t06","dtinc","f",8.40625,9,36,44.039146465605,132.054912820387,828.759979248047,3047.5299987793,3054.78498840332,118.117492675781,1795.49490356445
"65","t07","dtinc","m",23.9618055555556,24,99,22.4854115395025,47.8845486561292,56.3150024414062,553.049987792969,661.970001220703,29.3667144775391,179.030303955078
"66","t08","dtinc","m",39.28125,15,59,73.8432049746991,94.0829421308629,174.005004882812,1526.33999633789,1787.45498657227,152.253875732422,1113.88554382324
"67","t09","dtinc","m",6.0625,7,26,20.4616236560617,25.4578082324664,NA,NA,NA,NA,NA
"68","t10","dtinc","f",20.9506944444444,15,58,28.7963988560972,42.5973003840037,43.0900268554688,530.955001831055,680.25,60.9197082519531,367.556762695312
"69","t11","dtinc","m",4.8375,6,20,11.6601027817337,15.226949793066,NA,NA,NA,NA,NA
"70","t12","dtinc","f",12.0416666666667,13,49,22.1549027729924,32.9247627174336,38.1750030517578,271.81999206543,406.190002441406,55.4211578369141,259.126800537109
"71","t13","dtinc","m",16.0833333333333,17,66,29.3468608134771,31.8198051534095,33.0500030517578,175.529998779297,400.414993286133,34.5130920410156,206.640731811523
"72","t14","dtinc","m",3.125,4,15,79.7183009585354,50.6424722935357,NA,NA,NA,NA,NA
"73","t15","dtinc","f",17.0111111111111,18,69,15.0417214885297,18.1110463530149,14.0149993896484,68.2650146484375,104.780014038086,12.1199035644531,83.7131805419922
"74","t16","dtinc","m",30.2479166666667,15,56,13.257570850778,48.1602533215582,12.9050140380859,75.9799957275391,337.46501159668,7.62028503417969,114.939575195312
"75","t17","dtinc","m",4.3125,5,19,9.07148126314156,10.9635760589071,NA,NA,NA,NA,NA
"76","t18","dtinc","f",27.7409722222222,16,61,27.7551660529541,35.1140997321529,68.4049682617188,243.554977416992,407.684997558594,43.5509185791016,296.842224121094
"77","t21","dtinc","f",7.27430555555556,8,31,11.6078923645428,18.3635508548595,73.8099822998047,90.1400146484375,93.8050384521484,15.0861053466797,41.4651031494141
"78","t24","dtinc","m",4.20833333333333,5,19,7.08701605092699,8.50000000002123,NA,NA,NA,NA,NA
"79","t25","dtinc","m",4.01041666666667,4,13,15.9336683181486,36.9433349875032,NA,NA,NA,NA,NA
"80","t26","dtinc","m",21.8506944444444,17,64,19.4521242663908,20.8117755129627,57.8150177001953,193.310012817383,197.279998779297,16.2567596435547,98.74609375
"81","t28","dtinc","f",12.625,13,49,25.3835816603416,25.0601276932312,47.8349609375,158.55500793457,175.835006713867,0.206985473632812,56.2192535400391
"82","t29","dtinc","m",11.9506944444444,13,49,27.9682887123954,47.612288329815,65.6050262451172,402.940017700195,517.474990844727,60.6084747314453,385.758453369141
"83","t30","dtinc","m",13.2388888888889,14,59,36.7966932593651,63.2665788548899,51.0349884033203,701.200012207031,1557.51000976562,20.4700775146484,316.209243774414
"84","t32","dtinc","f",11.9166666666667,12,46,18.1225554723991,20.5138977281098,7.10501098632812,118.07502746582,149.190017700195,8.88430786132812,64.7571563720703
