"","id","sex","trans_group","homing_bin","latency1","orient_dist1","orient_angle1","latency_daytime1","latency2","orient_dist2","orient_angle2","latency_daytime2"
"20","os19_36m","male","200m",0,16.9594444444444,11.9251834367665,100.107225173754,16.9594444444444,NA,NA,NA,NA
"21","os19_37f","female","200m",0,18.4472222222222,9.82700361248912,-178.710982981612,18.4472222222222,136.295833333333,40.803186150044,-133.844355627025,26.2958333333333
"22","os19_38f","female","200m",0,25.8855555555556,9.78008179923746,38.6544672763354,13.8855555555556,24.5458333333333,25.0401677310768,45.9173252116656,2.54583333333333
"23","os19_39m","male","200m",0,44.8652777777778,9.9624294225684,145.415218128926,32.8652777777778,94.1988888888889,44.5283056043956,-32.2127640548295,28.1988888888889
"24","os19_3m","male","50m",1,40.4486111111111,9.79489663034734,-170.599676147429,28.4486111111111,64.7938888888889,39.5824456040982,-0.756613236895237,20.7938888888889
"25","os19_40f","female","200m",0,68.9777777777778,10.4785495179463,-145.909166598914,44.9777777777778,114.775833333333,25.2620268387312,173.475452516866,26.7758333333333
"26","os19_41f","female","200m",0,0.743055555555556,8.41189633794572,-101.400802870078,0.743055555555556,NA,NA,NA,NA
"27","os19_42m","male","200m",0,19.7511111111111,12.1753850041482,-117.816336091188,19.7511111111111,42.5863888888889,29.6809703345415,57.1798604132286,20.5863888888889
"28","os19_43m","male","200m",0,41.0130555555556,11.020889256318,-171.589897578565,29.0130555555556,135.556666666667,33.9171048292782,-148.049955702507,25.5566666666667
"29","os19_45f","female","200m",0,65.6247222222222,5.29244744898125,78.1807396765169,41.6247222222222,135.585555555556,23.1890060157733,27.1781270063873,25.5855555555555
"30","os19_46f","female","200m",0,1.875,9.04267659497486,95.5154969839184,1.875,23.1613888888889,36.2801598672799,-69.6057352878333,23.1613888888889
"31","os19_47m","male","200m",0,39.3961111111111,10.4393486387298,120.599653596788,27.3961111111111,16.2894444444444,40.2150469351854,-144.079638248705,16.2894444444444
"32","os19_48m","male","200m",0,40.4838888888889,8.61452262171649,-178.41096283568,28.4838888888889,88.49,43.950199089417,-171.796696262994,22.49
"33","os19_49m","male","200m",0,49.1269444444444,9.17877987532547,-162.092128420569,25.1269444444444,73.2108333333333,38.9200462487065,-101.361553493736,7.21083333333333
"34","os19_5f","female","50m",0,21.3094444444444,7.81024967590665,-18.1306019973467,21.3094444444444,NA,NA,NA,NA
"35","os19_6f","female","50m",1,20.0691666666667,9.58018788965673,171.741824985809,20.0691666666667,43.7708333333333,37.979599787268,-0.942723582456302,21.7708333333333
"36","os19_7m","male","50m",1,0.960277777777778,9.81274681217825,37.5962056363866,0.960277777777778,22.5508333333333,37.4012031891742,15.5277977441714,22.5508333333333
"37","os19_9f","female","50m",1,2.12194444444444,5.8215118311268,21.2424112032832,2.12194444444444,48.5319444444444,39.8436946078058,19.8293294049925,4.53194444444444
"38","os19_28m","male","200m",0,NA,NA,NA,NA,47.1480555555556,41.6043266980713,163.51830313594,25.1480555555556
"39","os19_8m","male","50m",1,NA,NA,NA,NA,18.6630555555556,45.192034696381,0.655849146183504,18.6630555555556
